244,2020-09-22,590.10,USD
245,2015-05-10,276.03,EUR
246,2001-05-07,763.14,EUR
247,2004-05-11,980.74,GBP
248,2009-09-29,472.27,EUR
249,2020-10-27,367.43,EUR
250,2014-05-20,304.27,USD
251,2019-10-22,517.52,EUR
252,2005-02-19,5.70,USD
253,2018-03-22,532.39,USD
254,2004-04-24,546.49,USD
255,2014-11-15,415.28,EUR
256,2012-11-11,3.28,USD
257,2013-03-05,523.00,EUR
258,2006-10-13,935.57,EUR
259,2011-01-01,332.89,USD
260,2000-11-30,515.98,USD
261,2001-06-05,473.78,USD
262,2010-05-06,64.26,USD
263,2002-07-25,68.65,GBP
264,2010-10-24,833.25,EUR
265,2009-03-08,349.29,USD
266,2020-12-02,414.66,EUR
267,2014-09-30,561.65,EUR
268,2015-12-12,727.33,GBP
269,2007-02-16,944.15,EUR
270,2000-03-21,960.90,USD
271,2018-03-23,806.98,EUR
272,2010-11-03,637.45,EUR
273,2022-09-04,167.86,EUR
274,2019-03-08,544.77,USD
275,2010-08-22,391.29,USD
276,2009-09-02,533.42,GBP
277,2008-09-15,395.31,USD
278,2023-01-01,877.70,USD
279,2003-05-16,220.32,GBP
280,2005-04-02,99.52,EUR
281,2020-06-15,652.52,GBP
282,2007-11-14,594.73,USD
283,2018-03-09,561.23,EUR
284,2022-07-28,253.19,EUR
285,2002-01-26,229.97,USD
286,2022-12-08,120.39,USD
287,2008-09-22,483.74,USD
288,2023-07-21,265.95,EUR
289,2016-07-08,502.79,USD
290,2021-07-06,276.25,USD
291,2010-02-14,444.28,EUR
292,2020-05-06,364.74,GBP
293,2014-02-26,165.98,GBP
294,2020-07-31,694.66,GBP
295,2007-09-09,122.37,USD
296,2009-02-22,505.05,USD
297,2017-12-31,567.01,USD
298,1998-12-24,167.78,EUR
299,2017-01-27,930.97,USD
300,2019-12-22,1.23,EUR
301,2015-07-25,692.87,USD
302,2018-02-20,326.66,EUR
303,2008-01-15,203.34,EUR
304,2021-06-07,895.00,EUR
305,2018-07-07,112.41,GBP
306,1999-10-10,2.79,EUR
307,2008-06-07,747.30,EUR
308,2011-08-18,168.72,GBP
309,2009-04-18,693.39,GBP
310,2017-08-15,916.64,EUR
311,2002-06-18,93.21,USD
312,2021-07-11,765.00,EUR
313,2015-05-30,342.94,EUR
314,1998-01-19,14.71,GBP
315,2011-07-12,604.83,USD
316,2012-03-11,845.85,EUR
317,2019-04-28,690.80,EUR
318,2022-07-16,324.82,EUR
319,2016-06-22,924.60,GBP
320,2011-10-16,73.49,EUR
321,2006-09-16,654.14,GBP
322,2016-11-03,107.28,USD
323,2008-03-21,875.71,USD
324,2014-08-10,298.25,USD
325,1999-07-13,913.02,USD
326,2016-11-12,475.89,GBP
327,2015-10-12,260.62,EUR
328,2011-02-07,969.79,GBP
329,2001-01-09,269.98,USD
330,2006-12-28,409.57,EUR
331,2008-05-09,610.63,EUR
332,2009-11-21,997.76,USD
333,2002-11-21,818.36,USD
334,2006-05-27,293.71,USD
335,2016-09-15,873.01,EUR
336,2004-07-26,516.71,EUR
337,2007-07-21,31.97,GBP
338,2004-05-14,545.45,EUR
339,2000-09-12,242.30,USD
340,2018-03-03,934.27,USD
341,2003-01-29,105.02,EUR
342,2012-10-08,250.93,EUR
343,2021-07-17,979.20,USD
344,1999-06-07,409.71,GBP
345,2014-12-26,491.05,USD
346,2017-11-05,222.85,EUR
347,1998-02-17,103.55,USD
348,2001-08-16,461.67,USD
349,2003-07-20,736.48,EUR
350,2015-01-20,468.44,USD
351,2017-05-26,116.02,EUR
352,2019-03-29,257.52,USD
353,2022-04-17,586.03,EUR
354,2012-07-03,478.42,GBP
355,2019-04-15,40.69,GBP
356,2016-06-05,326.07,GBP
357,2016-02-27,54.28,USD
358,1999-07-26,609.24,EUR
359,2000-10-12,337.87,EUR
360,2000-10-26,794.79,USD
361,2014-04-13,357.92,USD
362,1999-12-16,344.63,GBP
363,2012-03-13,362.27,USD
364,1998-03-03,946.77,GBP
365,2000-12-06,32.79,EUR
366,2002-10-24,623.83,GBP
367,2018-11-22,507.61,USD
368,2017-04-15,647.80,EUR
369,2020-04-10,240.78,EUR
370,2011-08-10,908.16,EUR
371,2008-08-04,430.65,USD
372,2018-09-02,475.29,GBP
373,2001-07-18,671.93,EUR
374,2015-07-28,987.82,EUR
375,2009-02-03,535.45,EUR
376,1999-07-09,632.36,GBP
377,2022-06-06,427.97,EUR
378,2017-02-18,138.91,EUR
379,2009-11-18,819.67,EUR
380,2007-05-07,127.38,USD
381,2020-05-12,931.31,USD
382,2005-10-08,307.96,EUR
383,2016-09-12,605.14,GBP
384,2008-07-16,981.38,GBP
385,2003-06-09,386.25,USD
386,2010-07-14,744.02,USD
387,2014-09-24,333.99,GBP
388,2009-09-05,262.08,USD
389,2009-02-05,244.44,EUR
390,2008-07-25,201.96,USD
391,2023-12-10,247.74,USD
392,2000-11-27,520.13,USD
393,2009-01-12,665.96,GBP
394,2008-05-18,852.49,EUR
395,2018-10-23,49.52,EUR
396,1998-03-15,623.28,EUR
397,2018-02-09,491.04,EUR
398,2011-03-05,306.25,EUR
399,2000-04-05,249.47,GBP
400,2006-09-17,99.45,USD
401,2020-12-30,233.99,USD
402,2009-08-29,872.30,EUR
403,2002-09-30,836.52,GBP
404,2013-09-08,286.27,EUR
405,2014-07-16,446.66,EUR
406,1999-12-25,268.35,USD
407,1999-09-19,786.67,GBP
408,2007-02-16,15.91,USD
409,2016-05-06,890.08,USD
410,2006-04-22,814.97,USD
411,2001-06-30,267.61,EUR
412,2020-03-26,719.33,USD
413,2000-11-02,535.99,EUR
414,2015-09-25,871.35,GBP
415,2004-12-07,838.78,GBP
416,2002-02-02,856.97,EUR
417,2015-11-05,912.48,USD
418,2016-05-19,372.32,GBP
419,2011-10-19,548.67,EUR
420,2012-01-05,977.92,GBP
421,2014-01-09,543.74,USD
422,1998-10-26,477.81,GBP
423,2006-11-05,513.13,GBP
424,2016-03-02,267.95,EUR
425,2017-06-23,206.21,USD
426,2003-02-04,119.60,USD
427,2023-12-02,479.05,USD
428,2005-04-17,171.36,EUR
429,2000-04-26,723.92,EUR
430,2015-10-18,117.69,GBP
431,2014-08-20,967.32,GBP
432,2005-09-13,192.21,USD
433,2010-09-16,213.09,GBP
434,2005-09-15,88.94,EUR
435,2015-03-20,643.92,EUR
436,2011-07-13,167.00,EUR
437,2019-08-28,413.25,EUR
438,2015-05-27,114.10,GBP
439,2005-03-10,840.28,EUR
440,2016-02-23,806.73,EUR
441,2019-03-20,240.81,GBP
442,2007-10-14,55.67,USD
443,2021-03-26,206.10,USD
444,2014-02-11,162.29,EUR
445,2009-01-30,951.11,EUR
446,1999-11-05,738.07,GBP
447,1999-09-17,876.42,USD
448,2003-04-13,511.96,GBP
449,2018-06-11,721.96,GBP
450,2011-09-27,851.69,USD
451,2011-10-29,764.65,EUR
452,2017-02-05,511.14,GBP
453,2014-06-26,586.61,GBP
454,2017-08-30,235.30,EUR
455,1998-02-27,812.19,USD
456,2018-11-15,309.34,USD
457,2018-07-23,236.36,USD
458,2015-12-17,141.34,EUR
459,2003-10-06,470.99,USD
460,2014-05-22,121.21,USD
461,2020-08-16,669.67,GBP
462,1999-10-30,54.28,GBP
463,2003-11-05,108.79,GBP
464,2012-01-28,945.23,GBP
465,2001-08-03,72.12,GBP
466,2014-12-13,856.56,EUR
467,1999-02-28,88.00,GBP
468,2002-12-01,254.89,EUR
469,2020-01-24,378.33,EUR
470,2007-12-02,86.87,USD
471,2009-04-25,209.09,USD
472,2010-05-03,599.21,EUR
473,2009-05-27,659.26,USD
474,2007-05-07,776.79,USD
475,2020-09-12,312.16,USD
476,2014-09-13,49.27,EUR
477,2006-03-03,529.83,EUR
478,2010-06-24,891.87,USD
479,2014-11-27,222.17,USD
480,2003-03-01,696.62,EUR
481,2014-02-20,594.80,GBP
482,2021-05-23,761.27,GBP
483,2002-09-10,331.34,GBP
484,2015-09-08,968.21,USD
485,2009-11-16,493.48,USD
486,2023-11-25,192.62,USD
487,2012-11-03,107.67,USD
488,2008-04-27,232.67,GBP
489,2000-03-02,389.47,GBP
490,2009-05-18,407.41,GBP
491,2012-01-10,961.80,EUR
492,1999-07-08,291.50,EUR
493,2011-01-20,808.47,GBP
494,2017-05-22,548.47,GBP
495,2014-05-02,63.62,EUR
496,2019-11-28,298.87,GBP
497,2000-01-17,30.21,EUR
498,1998-02-12,744.33,USD
499,2011-08-17,140.41,GBP
500,2014-01-08,701.07,EUR
501,2016-07-15,765.92,USD
502,2003-12-31,268.62,USD
503,2019-04-21,208.91,EUR
504,1998-08-20,320.27,GBP
505,2004-09-12,591.94,EUR
506,2000-11-09,837.51,EUR
507,2010-02-06,527.84,USD
508,1998-07-08,74.57,GBP
509,2023-03-24,460.18,GBP
510,2023-12-13,582.63,GBP
511,2021-03-21,962.44,USD
512,2009-02-23,217.39,EUR
513,1999-12-22,81.64,GBP
514,1999-02-18,533.13,EUR
515,2008-08-29,209.68,EUR
516,2002-09-15,17.18,GBP
517,2022-09-18,861.88,EUR
518,2004-05-19,542.56,EUR
519,2021-04-01,798.02,GBP
520,2020-09-27,849.81,GBP
521,2016-08-17,804.71,EUR
522,2020-10-24,406.51,EUR
523,2011-06-21,821.46,EUR
524,2019-06-10,938.68,GBP
525,1998-04-15,492.72,USD
526,2018-11-14,106.48,GBP
527,2018-04-19,230.88,EUR
528,2002-09-21,343.65,EUR
529,1999-09-28,162.56,USD
530,2009-10-23,933.81,EUR
531,2009-12-06,834.44,GBP
532,2017-07-24,899.80,GBP
533,2009-11-25,388.47,GBP
534,2007-09-26,112.96,GBP
535,1998-09-07,223.52,USD
536,2008-08-04,976.01,EUR
537,2005-02-21,978.99,USD
538,2006-08-11,510.48,USD
539,2008-09-23,498.35,GBP
540,2022-01-22,616.37,USD
541,2021-10-20,915.38,EUR
542,1999-03-11,574.06,GBP
543,2008-06-28,748.55,USD
544,2007-07-05,514.22,GBP
545,2001-06-28,741.82,EUR
546,2004-06-27,44.14,EUR
547,2003-01-08,140.82,GBP
548,2005-04-05,453.01,EUR
549,1999-04-16,41.46,EUR
550,2004-03-17,908.83,GBP
551,1999-11-30,914.58,EUR
552,2000-02-04,87.19,GBP
553,2014-04-21,262.24,GBP
554,2000-12-16,991.60,GBP
555,2015-03-21,141.39,EUR
556,2007-03-25,267.28,EUR
557,1999-07-09,46.12,GBP
558,2001-12-04,985.90,GBP
559,2010-11-22,626.36,EUR
560,2003-12-14,129.26,GBP
561,2007-03-13,386.95,USD
562,2013-02-04,556.43,USD
563,1998-12-09,460.93,USD
564,2010-09-05,64.44,GBP
565,2014-07-05,421.51,GBP
566,2020-08-06,625.01,USD
567,1999-05-23,542.22,EUR
568,2017-07-30,680.76,EUR
569,2013-07-22,615.65,GBP
570,2000-02-28,706.01,GBP
571,2007-09-19,937.36,EUR
572,2023-10-10,377.32,EUR
573,2017-07-24,2.70,GBP
574,2007-01-24,378.92,EUR
575,1998-03-13,456.87,USD
576,2002-04-17,645.19,GBP
577,2006-04-12,649.25,GBP
578,2013-07-29,676.20,USD
579,2023-12-06,209.26,USD
580,2007-08-19,917.82,EUR
581,2020-05-09,218.30,EUR
582,2001-08-18,643.63,GBP
583,2023-03-06,138.04,GBP
584,2012-08-26,467.11,EUR
585,2016-01-01,518.20,GBP
586,2001-11-12,554.29,GBP
587,1999-02-17,488.52,EUR
588,2011-08-07,345.97,USD
589,2022-06-12,657.91,EUR
590,2015-01-06,827.72,EUR
591,2018-09-04,167.30,GBP
592,1999-07-10,457.76,GBP
593,2012-08-27,684.84,EUR
594,2018-03-14,868.82,GBP
595,2012-07-03,223.23,USD
596,2017-09-07,904.16,USD
597,2023-12-25,303.80,EUR
598,2012-12-26,606.57,GBP
599,2008-09-03,666.45,EUR
600,2009-12-31,396.19,GBP
601,2004-12-07,949.09,EUR
602,2009-02-08,948.86,USD
603,2021-06-04,457.95,EUR
604,2008-08-06,431.01,EUR
605,2009-08-09,956.16,EUR
606,2005-05-20,863.32,EUR
607,2006-10-07,504.62,EUR
608,2004-08-27,396.97,GBP
609,2011-05-05,571.06,USD
610,2006-10-20,144.23,GBP
611,2002-10-17,369.05,EUR
612,2015-06-03,609.06,EUR
613,1998-07-26,524.00,USD
614,2007-12-24,656.99,GBP
615,2011-04-16,608.22,EUR
616,2004-05-12,338.13,GBP
617,2016-02-26,8.23,GBP
618,2008-11-13,564.64,GBP
619,2023-10-01,770.95,GBP
620,2016-11-22,300.58,GBP
621,2008-04-03,891.76,EUR
622,2003-07-29,595.93,USD
623,2012-01-16,341.53,GBP
624,2002-05-23,550.95,EUR
625,2015-12-13,935.74,GBP
626,2005-01-07,328.75,USD
627,2019-08-28,597.63,EUR
628,2016-05-12,680.28,GBP
629,2006-03-19,858.85,USD
630,1998-06-24,510.48,USD
631,2002-10-09,50.99,USD
632,2022-05-17,286.58,EUR
633,2006-12-18,681.55,USD
634,2002-07-15,754.08,USD
635,2022-04-09,269.67,GBP
636,2019-05-05,672.33,EUR
637,2014-08-05,684.78,USD
638,2016-05-29,973.69,USD
639,2007-06-05,898.00,EUR
640,2015-08-10,674.43,EUR
641,2013-12-12,836.67,EUR
642,2009-04-29,360.60,USD
643,2015-12-06,81.61,EUR
644,2001-05-16,549.64,USD
645,2013-10-18,761.44,USD
646,2002-11-26,295.16,USD
647,2015-12-19,691.84,EUR
648,2015-08-01,606.70,EUR
649,2005-05-19,170.47,EUR
650,2006-08-31,615.93,GBP
651,2023-03-19,945.64,EUR
652,2004-07-24,463.85,GBP
653,2016-07-16,614.54,USD
654,2022-08-05,852.45,EUR
655,2019-01-21,465.97,EUR
656,2009-12-30,924.00,USD
657,2009-05-17,559.50,GBP
658,2006-05-04,632.20,EUR
659,2010-08-13,470.20,EUR
660,2011-07-17,420.85,USD
661,2019-10-02,562.63,GBP
662,2001-10-31,865.11,USD
663,2004-11-07,398.36,USD
664,2000-07-23,112.77,GBP
665,2012-07-25,185.02,GBP
666,2013-06-25,830.89,GBP
667,1998-09-03,862.54,EUR
668,2007-05-30,95.37,GBP
669,2011-02-22,328.71,GBP
670,2002-07-22,759.23,EUR
671,2008-06-24,244.35,USD
672,2013-07-17,201.11,EUR
673,2016-01-21,701.60,EUR
674,2002-01-21,877.16,GBP
675,2011-04-29,259.69,USD
676,2007-07-24,696.72,EUR
677,2017-09-03,880.79,EUR
678,2022-11-25,156.21,USD
679,2016-10-18,307.93,EUR
680,2019-03-25,647.28,GBP
681,2000-08-15,635.87,USD
682,2004-06-24,919.05,USD
683,2009-01-22,653.96,EUR
684,2022-03-15,786.90,GBP
685,1998-04-19,211.18,USD
686,2018-12-29,913.11,GBP
687,2020-04-27,873.02,USD
688,2018-11-23,492.46,USD
689,2016-10-14,886.97,EUR
690,2006-02-05,835.98,USD
691,1999-04-13,27.94,GBP
692,2000-01-22,895.68,GBP
693,2012-10-28,124.17,GBP
694,2019-09-20,636.27,EUR
695,1999-07-10,280.65,GBP
696,2016-08-23,820.56,EUR
697,2013-03-10,124.81,GBP
698,2014-06-05,448.36,USD
699,2021-07-29,727.30,EUR
700,2010-09-30,571.41,USD
701,2016-12-12,330.74,GBP
702,2000-05-13,379.99,USD
703,2013-12-07,648.14,USD
704,2012-12-20,661.27,USD
705,2020-09-19,452.94,EUR
706,2020-01-30,155.57,USD
707,2006-08-17,416.62,GBP
708,2011-06-04,168.20,GBP
709,2001-12-05,53.49,USD
710,2022-11-12,533.19,GBP
711,2023-10-02,66.14,USD
712,2011-06-23,143.21,EUR
713,2000-01-31,249.95,USD
714,2000-09-12,657.46,GBP
715,2014-11-14,809.31,EUR
716,2001-09-21,279.52,EUR
717,2018-07-16,820.56,EUR
718,2002-07-19,870.81,EUR
719,1999-08-29,553.56,EUR
720,1998-08-08,484.48,EUR
721,2011-11-17,737.75,GBP
722,2009-07-29,396.89,EUR
723,2016-12-02,45.88,USD
724,1998-12-01,565.49,GBP
725,2023-12-10,72.58,USD
726,2023-06-17,685.39,EUR
727,2003-05-02,552.90,GBP
728,2016-02-25,586.19,EUR
729,1998-08-20,892.24,USD
730,2004-12-19,624.17,USD
731,2022-08-14,134.75,EUR
732,2019-03-08,279.23,EUR
733,1998-09-12,560.67,EUR
734,1998-06-02,897.21,GBP
735,2003-06-17,116.52,EUR
736,2003-06-12,170.04,USD
737,1998-10-19,362.03,GBP
738,2023-07-11,318.54,USD
739,2006-05-29,66.71,USD
740,2004-06-30,957.46,EUR
741,2011-02-24,824.94,GBP
742,2020-05-05,604.69,GBP
743,2009-05-25,70.02,GBP
744,1999-06-08,15.94,EUR
745,1998-08-30,853.88,GBP
746,2001-07-29,510.80,USD
747,2012-01-07,957.09,GBP
748,2005-06-12,638.44,GBP
749,2000-09-06,415.55,USD
750,2023-10-17,954.89,USD
751,2019-01-28,888.19,EUR
752,2004-07-02,153.96,USD
753,2005-05-11,826.36,USD
754,2019-05-25,506.59,USD
755,2010-03-15,990.29,GBP
756,2012-12-23,384.23,USD
757,2000-09-20,816.06,GBP
758,2012-11-23,795.06,GBP
759,1998-09-11,199.07,GBP
760,2011-11-05,767.33,USD
761,2009-01-15,494.71,USD
762,2014-11-16,789.76,EUR
763,2018-03-30,372.33,GBP
764,1998-01-28,422.43,USD
765,2010-01-09,554.77,EUR
766,1999-11-24,379.17,EUR
767,2023-08-28,193.67,USD
768,2022-07-29,898.36,USD
769,2013-07-23,701.65,EUR
770,2022-03-23,726.71,USD
771,2015-02-15,263.70,GBP
772,2008-07-01,406.62,GBP
773,2000-08-01,889.22,USD
774,2018-11-15,929.43,EUR
775,2009-06-05,769.59,EUR
776,2015-04-09,603.56,GBP
777,2001-12-07,703.74,USD
778,2000-10-23,306.22,USD
779,2024-01-01,683.93,USD
780,2021-05-30,421.73,USD
781,2020-09-15,773.44,EUR
782,2006-06-27,279.78,EUR
783,2002-02-19,237.83,GBP
784,2011-01-01,476.56,GBP
785,2023-04-27,471.40,USD
786,2021-03-15,196.30,EUR
787,2000-01-01,647.53,USD
788,2002-10-05,488.15,GBP
789,2018-10-15,108.13,EUR
790,2012-03-01,783.77,EUR
791,2013-06-22,368.71,GBP
792,1998-12-04,124.31,EUR
793,2007-03-07,742.17,USD
794,2023-06-11,280.94,USD
795,2010-07-21,559.30,EUR
796,2018-01-17,778.41,GBP
797,2003-11-15,333.91,EUR
798,2013-03-14,264.44,EUR
799,2014-12-19,110.65,EUR
800,2000-04-15,46.62,GBP
801,2014-08-01,925.80,USD
802,2019-11-03,85.12,GBP
803,2015-10-29,158.17,GBP
804,2002-01-13,338.10,USD
805,2023-04-28,306.67,GBP
806,2002-01-11,878.81,GBP
807,2015-08-20,240.42,USD
808,2005-03-01,487.16,EUR
809,2007-12-12,226.60,EUR
810,2009-06-24,462.38,EUR
811,2022-10-19,37.41,EUR
812,2009-07-27,673.83,GBP
813,2019-09-08,74.09,EUR
814,2004-06-30,417.39,EUR
815,2006-12-04,888.21,GBP
816,2011-05-28,774.04,GBP
817,2017-10-17,994.39,GBP
818,2002-09-24,617.98,USD
819,2014-09-03,337.86,USD
820,2003-07-27,492.49,USD
821,2015-01-12,221.95,USD
822,2008-09-11,188.62,GBP
823,1998-07-26,614.28,GBP
824,2006-10-02,48.20,EUR
825,2007-11-23,102.95,GBP
826,2014-09-26,982.84,EUR
827,2018-01-23,128.12,USD
828,1998-12-23,824.61,EUR
829,2018-04-17,446.35,USD
830,2008-06-28,626.91,EUR
831,2014-06-03,188.12,USD
832,2007-12-11,965.77,EUR
833,2006-02-01,936.49,USD
834,2022-10-28,190.67,USD
835,2004-09-13,350.17,USD
836,2016-06-21,324.42,EUR
837,1999-02-21,356.34,GBP
838,2011-04-21,439.44,EUR
839,2009-09-10,644.57,EUR
